date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:55:59	51039/51039	---M-Z	200	added ('OK')	application/javascript	etag:%2237c154a-c75f-6003987ca6814-gzip%22	https://pedajuda.com.br/assets/js/bootstrap.min.js	C:/Meus%20Sites/PedAjuda_Me/pedajuda.com.br/assets/js/bootstrap.min.js	(from https://pedajuda.com.br/index.html)
16:55:59	14744/14744	---M-Z	200	added ('OK')	application/javascript	etag:%2237c1561-3998-6003987e3d002-gzip%22	https://pedajuda.com.br/assets/js/scrollReveal.js	C:/Meus%20Sites/PedAjuda_Me/pedajuda.com.br/assets/js/scrollReveal.js	(from https://pedajuda.com.br/index.html)
16:56:00	870/870	---M-Z	200	added ('OK')	application/javascript	etag:%2237c1559-366-6003987dc1388-gzip%22	https://pedajuda.com.br/assets/js/functions.js	C:/Meus%20Sites/PedAjuda_Me/pedajuda.com.br/assets/js/functions.js	(from https://pedajuda.com.br/index.html)
16:56:00	40821/40821	---M-Z	200	added ('OK')	application/javascript	etag:%2237c155c-9f75-6003987df20c9-gzip%22	https://pedajuda.com.br/assets/js/modal.js	C:/Meus%20Sites/PedAjuda_Me/pedajuda.com.br/assets/js/modal.js	(from https://pedajuda.com.br/index.html)
16:56:00	1699/1699	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2013%20Aug%202023%2019:56:02%20GMT	https://pedajuda.com.br/-hover.png	C:/Meus%20Sites/PedAjuda_Me/pedajuda.com.br/-hover.png	(from https://pedajuda.com.br/index.html)
16:56:01	125320/125320	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2237c14c9-1e988-6003983ec0019%22	https://pedajuda.com.br/assets/webfonts/fa-brands-400.eot	C:/Meus%20Sites/PedAjuda_Me/pedajuda.com.br/assets/webfonts/fa-brands-400.eot	(from https://pedajuda.com.br/assets/css/fontawesome.css)
16:56:01	125320/125320	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2237c14c9-1e988-6003983ec0019%22	https://pedajuda.com.br/assets/webfonts/fa-brands-400.eot?	C:/Meus%20Sites/PedAjuda_Me/pedajuda.com.br/assets/webfonts/fa-brands-400d41d.eot	(from https://pedajuda.com.br/assets/css/fontawesome.css)
16:56:02	72112/72112	---M--	200	added ('OK')	font/woff2	etag:%2237c14d0-119b0-60039840ae649%22	https://pedajuda.com.br/assets/webfonts/fa-brands-400.woff2	C:/Meus%20Sites/PedAjuda_Me/pedajuda.com.br/assets/webfonts/fa-brands-400.woff2	(from https://pedajuda.com.br/assets/css/fontawesome.css)
16:56:02	84564/84564	---M--	200	added ('OK')	font/woff	etag:%2237c14d3-14a54-60039840bec01%22	https://pedajuda.com.br/assets/webfonts/fa-brands-400.woff	C:/Meus%20Sites/PedAjuda_Me/pedajuda.com.br/assets/webfonts/fa-brands-400.woff	(from https://pedajuda.com.br/assets/css/fontawesome.css)
16:56:02	125016/125016	---M--	200	added ('OK')	font/ttf	etag:%2237c14cf-1e858-60039840c6901%22	https://pedajuda.com.br/assets/webfonts/fa-brands-400.ttf	C:/Meus%20Sites/PedAjuda_Me/pedajuda.com.br/assets/webfonts/fa-brands-400.ttf	(from https://pedajuda.com.br/assets/css/fontawesome.css)
16:56:03	34388/34388	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2237c14cd-8654-600398402a4ff%22	https://pedajuda.com.br/assets/webfonts/fa-regular-400.eot	C:/Meus%20Sites/PedAjuda_Me/pedajuda.com.br/assets/webfonts/fa-regular-400.eot	(from https://pedajuda.com.br/assets/css/fontawesome.css)
16:56:03	34388/34388	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2237c14cd-8654-600398402a4ff%22	https://pedajuda.com.br/assets/webfonts/fa-regular-400.eot?	C:/Meus%20Sites/PedAjuda_Me/pedajuda.com.br/assets/webfonts/fa-regular-400d41d.eot	(from https://pedajuda.com.br/assets/css/fontawesome.css)
16:56:03	13592/13592	---M--	200	added ('OK')	font/woff2	etag:%2237c14d2-3518-60039840b1529%22	https://pedajuda.com.br/assets/webfonts/fa-regular-400.woff2	C:/Meus%20Sites/PedAjuda_Me/pedajuda.com.br/assets/webfonts/fa-regular-400.woff2	(from https://pedajuda.com.br/assets/css/fontawesome.css)
16:56:03	16812/16812	---M--	200	added ('OK')	font/woff	etag:%2237c14ce-41ac-6003984078700%22	https://pedajuda.com.br/assets/webfonts/fa-regular-400.woff	C:/Meus%20Sites/PedAjuda_Me/pedajuda.com.br/assets/webfonts/fa-regular-400.woff	(from https://pedajuda.com.br/assets/css/fontawesome.css)
16:56:03	34092/34092	---M--	200	added ('OK')	font/ttf	etag:%2237c14cc-852c-6003983fbf225%22	https://pedajuda.com.br/assets/webfonts/fa-regular-400.ttf	C:/Meus%20Sites/PedAjuda_Me/pedajuda.com.br/assets/webfonts/fa-regular-400.ttf	(from https://pedajuda.com.br/assets/css/fontawesome.css)
16:56:04	144343/144343	---M--	200	added ('OK')	image/svg+xml	etag:%2237c14cb-233d7-6003983f60683%22	https://pedajuda.com.br/assets/webfonts/fa-regular-400.svg	C:/Meus%20Sites/PedAjuda_Me/pedajuda.com.br/assets/webfonts/fa-regular-400.svg	(from https://pedajuda.com.br/assets/css/fontawesome.css)
16:56:04	659876/659876	---M--	200	added ('OK')	image/svg+xml	etag:%2237c14ca-a11a4-60039840a26e1%22	https://pedajuda.com.br/assets/webfonts/fa-brands-400.svg	C:/Meus%20Sites/PedAjuda_Me/pedajuda.com.br/assets/webfonts/fa-brands-400.svg	(from https://pedajuda.com.br/assets/css/fontawesome.css)
16:56:04	186512/186512	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2237c14e5-2d890-6003984107fe2%22	https://pedajuda.com.br/assets/webfonts/fa-solid-900.eot	C:/Meus%20Sites/PedAjuda_Me/pedajuda.com.br/assets/webfonts/fa-solid-900.eot	(from https://pedajuda.com.br/assets/css/fontawesome.css)
16:56:05	186512/186512	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2237c14e5-2d890-6003984107fe2%22	https://pedajuda.com.br/assets/webfonts/fa-solid-900.eot?	C:/Meus%20Sites/PedAjuda_Me/pedajuda.com.br/assets/webfonts/fa-solid-900d41d.eot	(from https://pedajuda.com.br/assets/css/fontawesome.css)
16:56:05	74348/74348	---M--	200	added ('OK')	font/woff2	etag:%2237c14e9-1226c-600398423a257%22	https://pedajuda.com.br/assets/webfonts/fa-solid-900.woff2	C:/Meus%20Sites/PedAjuda_Me/pedajuda.com.br/assets/webfonts/fa-solid-900.woff2	(from https://pedajuda.com.br/assets/css/fontawesome.css)
16:56:05	96244/96244	---M--	200	added ('OK')	font/woff	etag:%2237c14e8-177f4-6003984283638%22	https://pedajuda.com.br/assets/webfonts/fa-solid-900.woff	C:/Meus%20Sites/PedAjuda_Me/pedajuda.com.br/assets/webfonts/fa-solid-900.woff	(from https://pedajuda.com.br/assets/css/fontawesome.css)
16:56:06	186228/186228	---M--	200	added ('OK')	font/ttf	etag:%2237c14e7-2d774-6003984283638%22	https://pedajuda.com.br/assets/webfonts/fa-solid-900.ttf	C:/Meus%20Sites/PedAjuda_Me/pedajuda.com.br/assets/webfonts/fa-solid-900.ttf	(from https://pedajuda.com.br/assets/css/fontawesome.css)
16:56:06	15901/15901	---M--	200	added ('OK')	image/png	etag:%2237c1573-3e1d-600398a878143%22	https://pedajuda.com.br/assets/imagens/puericultura-bg.png	C:/Meus%20Sites/PedAjuda_Me/pedajuda.com.br/assets/imagens/puericultura-bg.png	(from https://pedajuda.com.br/assets/css/estilo.css)
16:56:06	3350/3350	---M--	200	added ('OK')	image/jpeg	etag:%2237c15f9-d16-600398c99335d%22	https://pedajuda.com.br/assets/imagens/equipe/6.jpg	C:/Meus%20Sites/PedAjuda_Me/pedajuda.com.br/assets/imagens/equipe/6.jpg	(from https://pedajuda.com.br/sobre-projeto.html)
16:56:07	39779/39779	---M--	200	added ('OK')	image/jpeg	etag:%2237c15f6-9b63-600398c98f8c5%22	https://pedajuda.com.br/assets/imagens/equipe/4.jpg	C:/Meus%20Sites/PedAjuda_Me/pedajuda.com.br/assets/imagens/equipe/4.jpg	(from https://pedajuda.com.br/sobre-projeto.html)
16:56:07	37785/37785	---M--	200	added ('OK')	image/jpeg	etag:%2237c15f4-9399-600398c98ed0d%22	https://pedajuda.com.br/assets/imagens/equipe/3.jpg	C:/Meus%20Sites/PedAjuda_Me/pedajuda.com.br/assets/imagens/equipe/3.jpg	(from https://pedajuda.com.br/sobre-projeto.html)
16:56:07	45002/45002	---M--	200	added ('OK')	image/jpeg	etag:%2237c15f1-afca-600398c96d5e4%22	https://pedajuda.com.br/assets/imagens/equipe/1.jpg	C:/Meus%20Sites/PedAjuda_Me/pedajuda.com.br/assets/imagens/equipe/1.jpg	(from https://pedajuda.com.br/sobre-projeto.html)
16:56:07	41596/41596	---M--	200	added ('OK')	image/jpeg	etag:%2237c15f8-a27c-600398c990095%22	https://pedajuda.com.br/assets/imagens/equipe/5.jpg	C:/Meus%20Sites/PedAjuda_Me/pedajuda.com.br/assets/imagens/equipe/5.jpg	(from https://pedajuda.com.br/sobre-projeto.html)
16:56:07	816038/816038	---M--	200	added ('OK')	image/svg+xml	etag:%2237c14e6-c73a6-600398427a5b0%22	https://pedajuda.com.br/assets/webfonts/fa-solid-900.svg	C:/Meus%20Sites/PedAjuda_Me/pedajuda.com.br/assets/webfonts/fa-solid-900.svg	(from https://pedajuda.com.br/assets/css/fontawesome.css)
16:56:07	42208/42208	---M--	200	added ('OK')	image/jpeg	etag:%2237c15f2-a4e0-600398c96f13d%22	https://pedajuda.com.br/assets/imagens/equipe/2.jpg	C:/Meus%20Sites/PedAjuda_Me/pedajuda.com.br/assets/imagens/equipe/2.jpg	(from https://pedajuda.com.br/sobre-projeto.html)
16:56:08	11555/11555	---M-Z	200	added ('OK')	application/javascript	etag:%2237c155d-2d23-6003987e01ac9-gzip%22	https://pedajuda.com.br/assets/js/notify.js	C:/Meus%20Sites/PedAjuda_Me/pedajuda.com.br/assets/js/notify.js	(from https://pedajuda.com.br/contato.html)
16:56:08	13220/13220	---M-Z	200	added ('OK')	text/html	etag:%2237c148d-33a4-600397e7c5cdd-gzip%22	https://pedajuda.com.br/calc-antibioticos.html?atb=amica	C:/Meus%20Sites/PedAjuda_Me/pedajuda.com.br/calc-antibioticos4638.html	(from https://pedajuda.com.br/lista-antibioticos.html)
16:56:08	13220/13220	---M-Z	200	added ('OK')	text/html	etag:%2237c148d-33a4-600397e7c5cdd-gzip%22	https://pedajuda.com.br/calc-antibioticos.html?atb=amox	C:/Meus%20Sites/PedAjuda_Me/pedajuda.com.br/calc-antibioticoseb51.html	(from https://pedajuda.com.br/lista-antibioticos.html)
16:56:08	13220/13220	---M-Z	200	added ('OK')	text/html	etag:%2237c148d-33a4-600397e7c5cdd-gzip%22	https://pedajuda.com.br/calc-antibioticos.html?atb=amoxclav	C:/Meus%20Sites/PedAjuda_Me/pedajuda.com.br/calc-antibioticos347c.html	(from https://pedajuda.com.br/lista-antibioticos.html)
16:56:09	13220/13220	---M-Z	200	added ('OK')	text/html	etag:%2237c148d-33a4-600397e7c5cdd-gzip%22	https://pedajuda.com.br/calc-antibioticos.html?atb=ampi	C:/Meus%20Sites/PedAjuda_Me/pedajuda.com.br/calc-antibioticos6311.html	(from https://pedajuda.com.br/lista-antibioticos.html)
16:56:09	13220/13220	---M-Z	200	added ('OK')	text/html	etag:%2237c148d-33a4-600397e7c5cdd-gzip%22	https://pedajuda.com.br/calc-antibioticos.html?atb=azi	C:/Meus%20Sites/PedAjuda_Me/pedajuda.com.br/calc-antibioticos23d2.html	(from https://pedajuda.com.br/lista-antibioticos.html)
16:56:09	13220/13220	---M-Z	200	added ('OK')	text/html	etag:%2237c148d-33a4-600397e7c5cdd-gzip%22	https://pedajuda.com.br/calc-antibioticos.html?atb=clari	C:/Meus%20Sites/PedAjuda_Me/pedajuda.com.br/calc-antibioticosed7b.html	(from https://pedajuda.com.br/lista-antibioticos.html)
16:56:09	13220/13220	---M-Z	200	added ('OK')	text/html	etag:%2237c148d-33a4-600397e7c5cdd-gzip%22	https://pedajuda.com.br/calc-antibioticos.html?atb=cefac	C:/Meus%20Sites/PedAjuda_Me/pedajuda.com.br/calc-antibioticose624.html	(from https://pedajuda.com.br/lista-antibioticos.html)
16:56:09	13220/13220	---M-Z	200	added ('OK')	text/html	etag:%2237c148d-33a4-600397e7c5cdd-gzip%22	https://pedajuda.com.br/calc-antibioticos.html?atb=cefa	C:/Meus%20Sites/PedAjuda_Me/pedajuda.com.br/calc-antibioticos516b.html	(from https://pedajuda.com.br/lista-antibioticos.html)
16:56:10	13220/13220	---M-Z	200	added ('OK')	text/html	etag:%2237c148d-33a4-600397e7c5cdd-gzip%22	https://pedajuda.com.br/calc-antibioticos.html?atb=cef	C:/Meus%20Sites/PedAjuda_Me/pedajuda.com.br/calc-antibioticosb61b.html	(from https://pedajuda.com.br/lista-antibioticos.html)
16:56:10	13220/13220	---M-Z	200	added ('OK')	text/html	etag:%2237c148d-33a4-600397e7c5cdd-gzip%22	https://pedajuda.com.br/calc-antibioticos.html?atb=eritro	C:/Meus%20Sites/PedAjuda_Me/pedajuda.com.br/calc-antibioticosc538.html	(from https://pedajuda.com.br/lista-antibioticos.html)
16:56:10	13220/13220	---M-Z	200	added ('OK')	text/html	etag:%2237c148d-33a4-600397e7c5cdd-gzip%22	https://pedajuda.com.br/calc-antibioticos.html?atb=genta	C:/Meus%20Sites/PedAjuda_Me/pedajuda.com.br/calc-antibioticos3471.html	(from https://pedajuda.com.br/lista-antibioticos.html)
16:56:10	13220/13220	---M-Z	200	added ('OK')	text/html	etag:%2237c148d-33a4-600397e7c5cdd-gzip%22	https://pedajuda.com.br/calc-antibioticos.html?atb=nitro	C:/Meus%20Sites/PedAjuda_Me/pedajuda.com.br/calc-antibioticosc5a0.html	(from https://pedajuda.com.br/lista-antibioticos.html)
16:56:11	13220/13220	---M-Z	200	added ('OK')	text/html	etag:%2237c148d-33a4-600397e7c5cdd-gzip%22	https://pedajuda.com.br/calc-antibioticos.html?atb=penc	C:/Meus%20Sites/PedAjuda_Me/pedajuda.com.br/calc-antibioticosc2ef.html	(from https://pedajuda.com.br/lista-antibioticos.html)
16:56:11	13220/13220	---M-Z	200	added ('OK')	text/html	etag:%2237c148d-33a4-600397e7c5cdd-gzip%22	https://pedajuda.com.br/calc-antibioticos.html?atb=peng	C:/Meus%20Sites/PedAjuda_Me/pedajuda.com.br/calc-antibioticosd7be.html	(from https://pedajuda.com.br/lista-antibioticos.html)
16:56:11	13220/13220	---M-Z	200	added ('OK')	text/html	etag:%2237c148d-33a4-600397e7c5cdd-gzip%22	https://pedajuda.com.br/calc-antibioticos.html?atb=penp	C:/Meus%20Sites/PedAjuda_Me/pedajuda.com.br/calc-antibioticos1e8b.html	(from https://pedajuda.com.br/lista-antibioticos.html)
16:56:11	13220/13220	---M-Z	200	added ('OK')	text/html	etag:%2237c148d-33a4-600397e7c5cdd-gzip%22	https://pedajuda.com.br/calc-antibioticos.html?atb=sulfa	C:/Meus%20Sites/PedAjuda_Me/pedajuda.com.br/calc-antibioticoscf7c.html	(from https://pedajuda.com.br/lista-antibioticos.html)
16:56:12	13284/13284	---M-Z	200	added ('OK')	text/html	etag:%2237c148c-33e4-600397e7c60c5-gzip%22	https://pedajuda.com.br/calc-anticonvulsionantes.html?ac=carba	C:/Meus%20Sites/PedAjuda_Me/pedajuda.com.br/calc-anticonvulsionantes58c1.html	(from https://pedajuda.com.br/lista-anticonvulsionantes.html)
16:56:12	13284/13284	---M-Z	200	added ('OK')	text/html	etag:%2237c148c-33e4-600397e7c60c5-gzip%22	https://pedajuda.com.br/calc-anticonvulsionantes.html?ac=diaz	C:/Meus%20Sites/PedAjuda_Me/pedajuda.com.br/calc-anticonvulsionantes33eb.html	(from https://pedajuda.com.br/lista-anticonvulsionantes.html)
16:56:12	13284/13284	---M-Z	200	added ('OK')	text/html	etag:%2237c148c-33e4-600397e7c60c5-gzip%22	https://pedajuda.com.br/calc-anticonvulsionantes.html?ac=fenito	C:/Meus%20Sites/PedAjuda_Me/pedajuda.com.br/calc-anticonvulsionantes1923.html	(from https://pedajuda.com.br/lista-anticonvulsionantes.html)
16:56:12	13284/13284	---M-Z	200	added ('OK')	text/html	etag:%2237c148c-33e4-600397e7c60c5-gzip%22	https://pedajuda.com.br/calc-anticonvulsionantes.html?ac=fenobar	C:/Meus%20Sites/PedAjuda_Me/pedajuda.com.br/calc-anticonvulsionantes5b82.html	(from https://pedajuda.com.br/lista-anticonvulsionantes.html)
16:56:13	13284/13284	---M-Z	200	added ('OK')	text/html	etag:%2237c148c-33e4-600397e7c60c5-gzip%22	https://pedajuda.com.br/calc-anticonvulsionantes.html?ac=valp	C:/Meus%20Sites/PedAjuda_Me/pedajuda.com.br/calc-anticonvulsionantesa025.html	(from https://pedajuda.com.br/lista-anticonvulsionantes.html)
16:56:13	14506/14506	---M-Z	200	added ('OK')	text/html	etag:%2237c14b1-38aa-600397e8d0681-gzip%22	https://pedajuda.com.br/calc-antiinflamatorios.html?aine=aas	C:/Meus%20Sites/PedAjuda_Me/pedajuda.com.br/calc-antiinflamatoriosfceb.html	(from https://pedajuda.com.br/lista-antiinflamatorios.html)
16:56:13	14506/14506	---M-Z	200	added ('OK')	text/html	etag:%2237c14b1-38aa-600397e8d0681-gzip%22	https://pedajuda.com.br/calc-antiinflamatorios.html?aine=ceto	C:/Meus%20Sites/PedAjuda_Me/pedajuda.com.br/calc-antiinflamatorios4104.html	(from https://pedajuda.com.br/lista-antiinflamatorios.html)
